customer_id,age,tenure_months,monthly_charges,login_frequency,support_tickets,payment_failures,usage_hours,contract_type,subscription_type,churn
18774,30,20,129.06,16,5,0,89.37,Monthly,Standard,1
18775,19,18,87.9,30,1,1,83.68,Monthly,Standard,0
18776,21,30,91.83,4,0,1,24.46,Monthly,Standard,1
18777,27,65,134.49,29,2,1,69.65,Yearly,Standard,0
18778,56,24,139.67,27,2,0,44.79,Two Year,Basic,0
18779,41,47,127.15,6,4,2,22.28,Yearly,Basic,0
18780,34,44,28.5,9,1,1,59.42,Yearly,Standard,0
18781,69,29,77.66,1,6,0,83.9,Yearly,Premium,0
18782,23,68,64.63,22,1,0,92.75,Monthly,Premium,0
18783,36,17,47.76,17,1,1,6.81,Monthly,Standard,1
18784,22,5,138.16,28,3,1,42.45,Two Year,Basic,1
18785,49,50,135.71,23,3,0,60.84,Two Year,Standard,0
18786,27,40,80.49,4,3,0,34.46,Yearly,Basic,0
18787,26,46,37.49,6,3,0,32.45,Monthly,Premium,0
18788,44,51,21.74,16,1,0,77.42,Two Year,Standard,1
18789,30,11,77.0,7,3,0,78.47,Monthly,Standard,0
18790,36,12,25.19,29,1,0,73.16,Two Year,Basic,1
18791,38,13,99.24,27,4,0,89.95,Monthly,Basic,0
18792,41,64,99.09,5,0,0,49.98,Monthly,Premium,0
18793,55,8,136.86,9,1,0,78.99,Two Year,Premium,0
18794,21,65,44.71,24,1,1,2.11,Yearly,Standard,0
18795,41,9,68.28,19,0,0,98.76,Monthly,Standard,1
18796,52,2,131.74,1,2,0,92.0,Monthly,Basic,0
18797,20,13,81.66,27,1,0,84.29,Two Year,Premium,1
18798,21,2,27.76,30,4,0,59.19,Monthly,Premium,0
18799,54,68,34.4,26,0,1,54.87,Monthly,Standard,0
18800,57,48,125.75,8,3,0,15.86,Yearly,Premium,0
18801,65,3,116.68,20,9,0,6.34,Yearly,Basic,0
18802,52,68,133.86,23,3,0,26.33,Two Year,Basic,1
18803,48,6,35.45,4,0,0,15.95,Monthly,Basic,1
18804,61,5,118.85,23,3,0,56.52,Yearly,Premium,0
18805,42,3,105.16,30,0,0,33.92,Monthly,Basic,0
18806,57,10,50.2,17,2,0,39.4,Two Year,Standard,0
18807,30,43,146.61,1,4,0,3.61,Monthly,Premium,0
18808,21,19,94.15,2,3,1,55.31,Monthly,Premium,0
18809,63,14,137.89,21,4,0,65.96,Monthly,Basic,0
18810,31,21,131.68,27,1,0,34.11,Yearly,Premium,0
18811,30,43,63.31,14,2,0,13.99,Monthly,Standard,0
18812,44,28,89.67,26,5,0,70.67,Monthly,Standard,0
18813,23,21,76.08,22,1,1,13.77,Monthly,Premium,1
18814,34,36,112.18,2,2,1,81.87,Two Year,Premium,0
18815,53,24,96.45,1,0,0,55.06,Yearly,Premium,0
18816,57,54,122.03,25,1,1,24.51,Monthly,Premium,0
18817,66,38,21.53,13,2,0,89.97,Monthly,Premium,0
18818,52,17,109.41,23,2,2,15.04,Two Year,Standard,0
18819,34,22,61.48,8,4,0,60.52,Yearly,Standard,0
18820,58,45,49.15,30,0,0,62.13,Monthly,Standard,0
18821,19,61,124.16,22,5,0,4.69,Monthly,Premium,0
18822,30,11,31.6,29,1,1,61.36,Monthly,Standard,0
18823,69,61,49.7,9,0,0,69.73,Monthly,Standard,0
18824,19,38,46.49,24,1,1,91.1,Yearly,Premium,0
18825,69,66,74.58,20,0,1,71.18,Monthly,Basic,0
18826,45,33,61.9,21,1,0,48.96,Two Year,Standard,0
18827,60,43,113.66,2,1,2,85.48,Monthly,Premium,0
18828,43,31,110.92,17,5,0,36.02,Monthly,Premium,0
18829,39,35,62.31,30,2,0,85.7,Monthly,Standard,0
18830,64,37,76.81,6,2,0,84.55,Monthly,Basic,0
18831,60,47,47.03,3,0,0,60.76,Two Year,Standard,0
18832,20,23,107.21,27,2,0,35.12,Two Year,Premium,0
18833,52,36,71.51,20,1,0,59.53,Monthly,Premium,0
18834,29,40,37.27,30,1,0,90.68,Yearly,Premium,0
18835,41,15,36.54,17,5,0,64.02,Yearly,Premium,0
18836,22,37,61.9,6,3,0,84.16,Monthly,Premium,0
18837,37,4,117.15,8,2,1,35.12,Monthly,Premium,0
18838,56,22,23.32,14,4,1,29.94,Monthly,Premium,0
18839,56,22,53.51,10,0,0,26.33,Monthly,Standard,0
18840,30,17,41.12,20,3,0,49.63,Monthly,Basic,0
18841,58,38,144.34,10,1,0,43.77,Monthly,Basic,0
18842,62,24,111.69,15,4,0,85.57,Monthly,Basic,0
18843,29,6,50.32,8,1,0,12.15,Two Year,Premium,1
18844,30,68,46.97,11,4,0,55.85,Monthly,Basic,0
18845,27,6,131.54,16,2,0,40.94,Yearly,Premium,1
18846,50,26,44.73,26,3,1,93.82,Yearly,Standard,0
18847,57,41,149.62,3,2,1,79.05,Yearly,Standard,0
18848,33,38,56.7,15,1,1,43.9,Monthly,Premium,0
18849,62,43,30.96,13,1,0,64.42,Two Year,Basic,0
18850,52,53,109.82,11,2,0,74.81,Monthly,Premium,0
18851,20,15,99.25,14,0,0,8.04,Two Year,Premium,0
18852,22,56,149.98,7,1,0,67.7,Monthly,Premium,0
18853,43,56,124.27,19,0,0,14.81,Monthly,Standard,0
18854,28,31,75.75,15,1,0,19.71,Yearly,Basic,1
18855,24,57,107.96,6,4,1,46.66,Yearly,Standard,0
18856,27,51,126.32,20,3,1,97.97,Yearly,Basic,0
18857,59,24,86.78,22,0,0,95.26,Yearly,Standard,0
18858,69,58,55.47,7,2,0,90.32,Yearly,Premium,0
18859,51,4,47.31,24,3,0,4.4,Monthly,Basic,0
18860,20,10,58.39,14,1,1,85.43,Two Year,Standard,0
18861,25,63,130.25,22,0,0,77.84,Yearly,Standard,0
18862,48,15,69.46,4,3,2,50.38,Monthly,Basic,1
18863,28,63,57.27,9,1,1,33.22,Monthly,Standard,0
18864,62,19,124.77,7,1,0,75.8,Yearly,Premium,1
18865,24,63,24.15,25,3,2,11.6,Monthly,Standard,0
18866,62,56,97.21,15,0,0,65.39,Two Year,Premium,0
18867,19,21,133.57,3,4,0,67.52,Yearly,Basic,0
18868,23,34,73.31,5,1,1,55.82,Monthly,Basic,1
18869,58,17,55.01,17,4,1,87.9,Two Year,Premium,0
18870,49,18,83.92,27,3,0,33.66,Two Year,Basic,0
18871,37,66,113.27,28,2,0,48.34,Two Year,Basic,0
18872,51,51,87.16,24,2,1,76.11,Monthly,Standard,0
18873,67,65,20.99,1,1,0,71.95,Yearly,Standard,0
18874,33,43,30.18,1,0,0,56.68,Monthly,Premium,0
18875,42,57,113.77,30,1,0,27.94,Yearly,Basic,0
18876,29,10,71.99,16,1,1,30.13,Monthly,Standard,0
18877,24,37,122.02,23,3,1,74.38,Monthly,Premium,0
18878,56,48,104.43,14,0,0,1.57,Monthly,Basic,0
18879,34,69,95.6,11,2,3,65.62,Yearly,Standard,0
18880,62,56,137.18,14,2,0,25.58,Two Year,Premium,1
18881,28,36,22.77,8,4,4,67.63,Monthly,Basic,0
18882,23,31,40.15,19,2,0,19.51,Yearly,Premium,0
18883,40,55,101.17,2,0,1,38.27,Monthly,Basic,0
18884,44,38,28.56,23,2,1,75.63,Monthly,Premium,0
18885,63,15,103.85,10,2,0,75.76,Monthly,Standard,0
18886,23,16,147.94,5,4,0,21.76,Yearly,Premium,0
18887,55,53,134.25,15,2,0,38.25,Yearly,Basic,1
18888,19,56,96.82,1,1,1,50.75,Monthly,Basic,0
18889,39,7,136.22,2,4,0,59.15,Yearly,Premium,1
18890,37,57,35.11,19,4,1,74.5,Yearly,Standard,0
18891,42,55,79.11,22,2,0,3.34,Monthly,Basic,1
18892,32,52,75.73,30,0,0,12.42,Yearly,Premium,0
18893,66,4,63.74,17,3,2,16.61,Two Year,Premium,1
18894,46,43,20.03,15,2,0,19.88,Monthly,Premium,0
18895,25,40,135.83,24,1,1,4.0,Two Year,Standard,0
18896,54,30,121.1,18,2,0,92.13,Monthly,Premium,0
18897,66,10,104.87,21,1,1,17.06,Monthly,Premium,0
18898,69,7,36.77,8,3,0,8.29,Two Year,Standard,0
18899,50,36,69.17,29,1,0,47.7,Two Year,Premium,1
18900,39,35,140.16,21,1,1,94.18,Monthly,Basic,0
18901,67,39,100.2,29,4,0,96.47,Monthly,Premium,0
18902,64,36,98.44,14,0,0,67.96,Monthly,Premium,0
18903,22,20,138.71,8,5,1,18.66,Monthly,Basic,1
18904,56,49,92.78,30,4,0,1.38,Monthly,Premium,0
18905,35,59,97.69,22,1,0,34.17,Monthly,Premium,0
18906,55,49,64.94,23,4,1,13.42,Yearly,Basic,0
18907,54,26,68.29,8,0,0,75.75,Yearly,Premium,0
18908,47,36,109.13,19,1,0,96.94,Yearly,Basic,1
18909,68,43,61.66,13,1,1,9.29,Monthly,Premium,1
18910,48,43,92.68,28,2,0,40.3,Yearly,Basic,0
18911,27,33,56.3,30,0,1,90.34,Two Year,Basic,0
18912,32,45,41.6,5,5,1,73.1,Two Year,Premium,0
18913,59,45,79.07,10,4,0,87.11,Yearly,Standard,0
18914,65,15,48.27,7,0,0,92.37,Monthly,Basic,0
18915,61,17,136.8,9,1,1,41.85,Monthly,Basic,0
18916,35,12,59.47,14,0,1,69.67,Monthly,Basic,0
18917,40,22,97.66,6,1,1,71.22,Yearly,Premium,0
18918,50,23,54.25,10,3,1,63.45,Two Year,Premium,0
18919,33,12,53.54,1,3,0,33.25,Two Year,Premium,0
18920,55,68,65.58,11,2,0,83.38,Monthly,Basic,0
18921,52,51,139.06,8,3,0,77.12,Monthly,Standard,0
18922,51,13,70.89,6,2,0,45.08,Monthly,Premium,1
18923,45,57,126.76,17,0,0,42.68,Monthly,Standard,0
18924,19,55,45.65,4,2,0,2.07,Monthly,Premium,0
18925,47,28,26.26,6,0,0,84.5,Monthly,Basic,0
18926,30,44,121.62,29,2,0,29.11,Monthly,Premium,0
18927,58,19,90.44,15,2,0,47.61,Two Year,Basic,0
18928,33,46,85.48,10,1,0,41.72,Yearly,Standard,0
18929,22,3,55.39,17,3,2,68.14,Monthly,Premium,0
18930,45,20,29.4,10,1,1,39.62,Two Year,Premium,1
18931,56,25,82.77,5,1,1,18.79,Monthly,Premium,1
18932,62,56,132.74,19,2,0,86.99,Monthly,Premium,0
18933,37,61,35.6,7,0,3,19.17,Monthly,Basic,0
18934,41,55,140.79,29,1,1,3.81,Two Year,Standard,0
18935,44,35,55.71,24,2,0,20.43,Two Year,Premium,0
18936,47,59,89.18,19,1,0,46.06,Yearly,Standard,0
18937,62,39,28.65,10,1,0,42.9,Monthly,Standard,0
18938,44,57,75.26,19,2,0,79.84,Two Year,Standard,0
18939,43,67,36.37,30,4,1,20.3,Monthly,Standard,0
18940,24,34,26.24,11,3,1,77.79,Monthly,Premium,1
18941,59,41,145.65,3,1,2,10.54,Yearly,Premium,0
18942,64,22,114.91,30,1,1,47.89,Yearly,Premium,1
18943,55,27,113.48,11,4,1,86.67,Yearly,Premium,0
18944,22,21,31.77,6,1,1,41.88,Two Year,Standard,0
18945,40,41,140.82,6,3,1,96.36,Monthly,Standard,0
18946,45,31,81.03,15,1,0,63.47,Yearly,Basic,0
18947,51,27,130.8,3,0,0,75.91,Two Year,Basic,0
18948,32,37,21.64,22,4,1,51.48,Monthly,Standard,0
18949,49,66,58.77,25,1,0,43.55,Two Year,Basic,0
18950,43,54,149.49,11,2,0,9.38,Yearly,Standard,0
18951,65,9,75.62,8,0,1,12.87,Monthly,Basic,1
18952,48,42,135.5,27,3,0,57.6,Yearly,Basic,0
18953,36,36,62.64,29,3,0,61.75,Two Year,Basic,0
18954,26,10,88.29,29,1,0,98.49,Two Year,Basic,1
18955,46,59,131.05,23,0,1,85.92,Monthly,Standard,0
18956,68,40,98.76,23,0,0,84.6,Two Year,Basic,0
18957,56,54,114.28,8,1,2,29.37,Monthly,Standard,0
18958,21,39,49.75,23,4,0,41.77,Monthly,Basic,0
18959,20,7,40.27,29,1,0,11.11,Yearly,Basic,0
18960,46,4,49.94,16,4,1,58.57,Monthly,Basic,1
18961,69,15,84.1,3,2,1,7.88,Monthly,Standard,1
18962,28,48,124.13,8,1,0,45.24,Monthly,Premium,0
18963,50,6,66.02,8,1,1,57.05,Yearly,Standard,0
18964,55,35,93.43,13,5,0,23.59,Monthly,Premium,1
18965,28,71,124.63,1,1,0,77.77,Monthly,Premium,0
18966,44,68,51.04,10,4,0,67.81,Monthly,Standard,0
18967,50,58,134.79,5,1,0,15.64,Monthly,Basic,0
18968,38,19,143.9,30,0,1,98.38,Yearly,Basic,0
18969,56,62,25.07,5,1,0,54.66,Yearly,Standard,0
18970,48,71,27.68,17,5,0,3.62,Two Year,Premium,0
18971,55,10,31.82,22,3,1,35.66,Monthly,Standard,0
18972,63,25,120.98,14,2,0,97.95,Monthly,Basic,1
18973,19,44,44.61,6,0,0,90.33,Monthly,Premium,0
18974,44,58,114.34,14,1,0,15.97,Yearly,Premium,1
18975,53,25,77.37,12,4,0,85.65,Monthly,Premium,0
18976,28,40,128.71,20,1,1,62.22,Monthly,Standard,0
18977,64,70,125.11,22,2,1,3.15,Yearly,Standard,0
18978,35,10,144.76,30,1,0,75.99,Yearly,Premium,1
18979,18,66,52.63,22,0,1,41.87,Monthly,Basic,0
18980,52,25,49.8,1,0,1,40.22,Monthly,Premium,0
18981,52,71,24.1,5,1,2,38.9,Yearly,Basic,0
18982,48,11,73.35,18,0,0,60.06,Monthly,Standard,0
18983,45,36,79.68,14,6,0,71.71,Monthly,Standard,1
18984,56,49,145.39,7,2,0,65.12,Yearly,Basic,0
18985,18,48,128.0,29,2,1,24.93,Monthly,Basic,0
18986,42,7,41.68,25,0,1,70.97,Two Year,Standard,0
18987,60,51,123.8,15,5,0,14.42,Monthly,Standard,0
18988,55,17,43.18,9,1,1,97.16,Yearly,Standard,0
18989,37,32,30.11,30,3,0,47.89,Monthly,Standard,1
18990,20,26,128.82,15,3,0,10.04,Yearly,Basic,0
18991,68,22,146.87,27,3,0,58.09,Monthly,Premium,0
18992,19,13,31.46,16,3,0,58.12,Yearly,Standard,0
18993,35,12,125.81,9,1,1,4.84,Monthly,Basic,1
18994,61,71,131.7,27,3,1,2.08,Monthly,Standard,0
18995,27,1,35.44,7,1,0,99.61,Yearly,Premium,0
18996,22,33,56.82,7,1,0,39.62,Yearly,Basic,1
18997,26,14,115.38,17,2,0,25.3,Monthly,Standard,0
18998,19,64,125.0,11,5,2,55.22,Monthly,Premium,1
18999,51,43,66.02,27,1,0,1.83,Monthly,Basic,0
19000,55,58,40.79,6,0,1,2.28,Two Year,Basic,0
19001,48,41,104.28,14,1,1,12.17,Two Year,Premium,0
19002,27,68,111.26,15,1,0,80.45,Monthly,Premium,0
19003,67,39,85.47,21,6,0,25.58,Monthly,Standard,0
19004,29,1,38.84,8,2,1,50.84,Yearly,Standard,0
19005,53,41,129.78,24,2,0,23.14,Monthly,Premium,1
19006,38,45,103.88,27,0,0,54.94,Yearly,Premium,0
19007,66,13,132.99,4,4,1,51.37,Yearly,Standard,0
19008,64,71,141.29,1,4,1,40.67,Yearly,Premium,0
19009,23,9,124.74,6,4,1,43.89,Monthly,Basic,1
19010,65,63,144.63,26,3,0,65.68,Monthly,Premium,0
19011,66,23,144.05,1,4,0,84.37,Two Year,Premium,0
19012,20,54,100.51,21,1,1,32.62,Two Year,Premium,0
19013,27,47,114.66,5,3,1,53.68,Monthly,Standard,0
19014,22,39,110.92,19,4,1,85.56,Yearly,Basic,0
19015,63,26,100.75,5,1,0,17.62,Monthly,Basic,0
19016,43,1,22.52,22,1,2,97.98,Yearly,Premium,0
19017,38,14,66.27,5,2,2,75.31,Monthly,Standard,1
19018,62,65,33.01,17,2,0,37.25,Yearly,Standard,0
19019,43,69,59.03,28,2,0,38.14,Yearly,Premium,0
19020,55,67,28.91,12,1,0,21.33,Monthly,Premium,0
19021,61,49,139.6,7,2,0,27.52,Yearly,Standard,1
19022,43,50,78.67,15,1,1,59.12,Two Year,Standard,0
19023,25,58,44.62,19,2,1,1.37,Monthly,Basic,0
19024,22,53,96.02,23,2,0,3.29,Yearly,Premium,0
19025,32,57,45.54,21,2,0,98.66,Monthly,Standard,0
19026,33,18,124.58,13,4,1,24.32,Monthly,Standard,0
19027,18,16,59.77,12,3,0,83.13,Yearly,Basic,1
19028,33,2,60.94,19,1,0,61.63,Two Year,Basic,0
19029,54,13,133.09,13,4,1,45.15,Monthly,Premium,0
19030,20,45,92.7,27,0,1,73.49,Two Year,Basic,0
19031,69,43,135.35,6,1,2,5.95,Monthly,Premium,0
19032,64,54,73.68,1,2,1,75.85,Two Year,Basic,0
19033,48,31,64.71,6,2,0,85.84,Monthly,Premium,0
19034,30,9,85.81,13,4,1,28.74,Monthly,Premium,1
19035,33,48,27.99,13,1,0,30.86,Two Year,Premium,0
19036,60,18,40.05,13,1,0,11.2,Monthly,Standard,0
19037,38,11,48.54,20,1,0,85.73,Monthly,Premium,0
19038,19,62,126.17,4,3,0,80.98,Two Year,Standard,0
19039,44,19,115.39,5,6,0,43.1,Two Year,Basic,0
19040,55,24,45.13,13,3,2,38.39,Yearly,Standard,0
19041,43,13,55.98,9,2,0,43.33,Two Year,Standard,0
19042,55,46,142.75,17,3,0,42.61,Monthly,Standard,1
19043,63,53,31.15,3,2,0,43.53,Yearly,Basic,0
19044,42,29,91.17,27,1,1,15.43,Yearly,Premium,0
19045,28,36,87.86,20,2,0,2.33,Two Year,Premium,1
19046,25,71,114.34,18,0,2,76.48,Two Year,Basic,0
19047,25,17,53.99,25,2,0,35.03,Monthly,Premium,0
19048,50,48,141.52,27,1,0,49.6,Monthly,Premium,0
19049,24,24,73.38,15,1,0,31.44,Yearly,Premium,1
19050,55,54,57.14,23,1,1,38.78,Two Year,Premium,0
19051,38,1,63.79,1,1,1,8.41,Monthly,Basic,0
19052,25,67,65.33,9,0,1,37.66,Monthly,Premium,0
19053,68,6,45.86,6,2,0,46.85,Monthly,Premium,0
19054,38,55,140.65,18,2,0,83.45,Monthly,Standard,1
19055,37,38,42.73,1,3,0,32.9,Monthly,Standard,0
19056,25,33,134.77,22,3,0,9.77,Monthly,Premium,0
19057,63,8,72.64,7,3,0,76.16,Monthly,Standard,0
19058,48,20,55.01,10,3,0,38.19,Yearly,Premium,1
19059,67,55,45.81,6,3,0,91.62,Yearly,Premium,0
19060,46,48,85.56,7,3,0,95.94,Yearly,Standard,0
19061,65,56,107.0,6,3,0,87.31,Monthly,Premium,0
19062,26,10,136.77,8,4,0,23.44,Monthly,Standard,1
19063,32,52,104.82,2,0,1,26.13,Monthly,Basic,0
19064,47,50,82.88,9,0,0,79.62,Yearly,Standard,0
19065,43,34,24.35,25,1,1,45.16,Monthly,Basic,0
19066,27,36,139.01,27,1,0,30.48,Monthly,Standard,0
19067,46,61,137.31,9,3,1,30.1,Monthly,Basic,1
19068,33,16,69.23,7,2,0,58.17,Monthly,Premium,0
19069,53,18,23.77,9,5,2,89.61,Two Year,Premium,1
19070,37,71,115.34,17,3,0,62.27,Two Year,Standard,0
19071,62,47,122.92,3,1,0,62.41,Monthly,Premium,0
19072,54,32,90.52,16,0,0,74.95,Yearly,Standard,0
19073,39,43,72.37,16,2,0,76.27,Monthly,Premium,0
19074,24,40,130.65,2,0,0,91.04,Two Year,Premium,0
19075,40,65,45.03,11,6,0,17.05,Two Year,Premium,0
19076,58,35,77.14,16,5,1,98.48,Monthly,Premium,1
19077,57,69,23.18,15,3,0,33.55,Yearly,Standard,0
19078,46,50,41.32,1,2,1,28.88,Monthly,Premium,0
19079,33,12,142.31,21,4,1,51.47,Yearly,Standard,1
19080,55,58,95.15,17,4,0,27.17,Monthly,Basic,0
19081,45,63,124.73,3,0,1,24.06,Monthly,Premium,0
19082,65,49,83.25,22,1,0,96.71,Two Year,Premium,0
19083,55,36,128.53,22,2,1,11.3,Monthly,Basic,1
19084,48,54,90.06,19,1,0,99.0,Monthly,Standard,0
19085,31,47,20.59,20,1,2,62.63,Two Year,Standard,0
19086,50,32,136.96,7,2,0,95.9,Monthly,Standard,0
19087,26,53,39.31,22,3,0,89.84,Two Year,Standard,0
19088,44,32,78.57,29,1,0,65.19,Monthly,Premium,0
19089,41,62,81.97,11,2,0,59.39,Two Year,Basic,1
19090,30,37,26.14,30,1,0,99.27,Monthly,Basic,0
19091,43,38,26.9,30,4,0,52.01,Yearly,Basic,0
19092,46,30,119.13,18,1,1,18.7,Two Year,Basic,0
19093,68,58,59.06,25,2,2,99.3,Two Year,Basic,0
19094,66,32,73.25,14,1,0,33.03,Monthly,Premium,0
19095,60,66,93.33,16,0,1,9.65,Two Year,Premium,0
19096,45,51,68.54,6,1,0,71.97,Monthly,Standard,0
19097,45,11,120.75,2,0,0,45.16,Monthly,Premium,0
19098,25,59,134.98,23,1,0,39.41,Yearly,Standard,0
19099,40,20,27.76,11,4,0,63.53,Yearly,Premium,0
19100,46,37,102.6,11,0,0,6.23,Monthly,Premium,0
19101,22,49,61.3,26,2,0,70.12,Monthly,Basic,1
19102,59,19,95.83,10,3,1,50.84,Two Year,Standard,0
19103,24,55,82.91,4,2,0,49.53,Two Year,Standard,0
19104,59,40,63.38,17,1,0,90.1,Yearly,Standard,0
19105,53,7,32.33,10,2,2,83.29,Two Year,Standard,0
19106,58,5,92.73,9,3,2,53.63,Two Year,Standard,1
19107,44,42,34.66,30,1,3,58.26,Monthly,Premium,0
19108,63,48,40.3,13,2,0,80.89,Monthly,Basic,1
19109,19,7,147.68,11,4,1,41.72,Two Year,Premium,1
19110,42,11,61.17,10,1,0,67.45,Yearly,Premium,0
19111,26,49,95.98,24,0,2,54.54,Two Year,Premium,0
19112,44,30,55.39,5,7,0,50.46,Yearly,Basic,0
19113,18,41,132.52,3,2,0,98.49,Yearly,Standard,0
19114,40,3,56.83,4,1,1,2.73,Two Year,Basic,0
19115,27,40,67.7,3,1,2,42.05,Yearly,Standard,0
19116,59,51,99.09,10,2,0,93.09,Monthly,Standard,1
19117,69,32,133.1,24,3,0,92.89,Yearly,Basic,0
19118,42,48,126.11,13,4,1,75.02,Yearly,Basic,0
19119,20,71,54.3,5,3,1,59.6,Monthly,Standard,1
19120,23,71,127.84,13,2,0,69.39,Monthly,Premium,0
19121,23,20,111.16,27,6,0,26.04,Yearly,Standard,0
19122,19,35,148.68,24,4,1,49.35,Monthly,Basic,0
19123,35,24,141.61,1,1,0,54.07,Monthly,Basic,0
19124,40,40,89.31,25,3,1,7.31,Yearly,Premium,0
19125,19,52,117.49,11,1,0,86.76,Yearly,Premium,0
19126,29,39,94.12,26,1,1,46.21,Yearly,Standard,0
19127,39,68,97.35,3,3,2,89.99,Yearly,Standard,1
19128,54,61,33.2,17,2,2,39.61,Two Year,Standard,0
19129,37,65,20.29,19,1,0,41.48,Yearly,Standard,0
19130,56,62,26.26,13,2,1,25.18,Monthly,Standard,0
19131,41,2,145.66,16,6,0,64.79,Monthly,Standard,0
19132,65,6,36.41,18,1,0,55.3,Monthly,Premium,0
19133,37,43,25.77,23,3,0,91.38,Yearly,Standard,0
19134,18,40,60.25,26,1,0,43.49,Two Year,Premium,0
19135,18,39,96.46,20,2,2,65.16,Two Year,Basic,0
19136,34,28,143.3,23,0,0,71.05,Monthly,Premium,0
19137,18,63,110.99,19,1,3,32.67,Yearly,Standard,0
19138,69,64,55.93,30,2,0,88.2,Yearly,Premium,0
19139,62,12,142.08,6,2,3,38.7,Yearly,Standard,0
19140,47,41,24.69,23,2,0,64.1,Two Year,Premium,1
19141,58,29,147.28,7,1,0,61.97,Monthly,Premium,0
19142,64,23,27.62,15,2,0,42.72,Yearly,Standard,1
19143,20,51,118.0,30,2,0,19.15,Monthly,Premium,0
19144,63,45,25.89,5,2,1,59.66,Monthly,Standard,0
19145,28,22,141.1,16,0,0,38.18,Two Year,Standard,0
19146,41,10,34.13,6,3,0,38.53,Yearly,Basic,0
19147,39,7,26.56,3,2,1,49.8,Yearly,Standard,0
19148,61,15,135.6,12,2,2,68.05,Two Year,Basic,1
19149,62,46,32.45,4,3,0,73.23,Two Year,Basic,0
19150,43,61,123.73,27,1,1,43.28,Monthly,Premium,0
19151,30,61,117.11,22,1,0,12.87,Yearly,Basic,0
19152,18,51,97.85,3,2,0,79.38,Yearly,Basic,0
19153,41,38,69.14,16,3,0,67.27,Yearly,Standard,0
19154,27,12,139.03,16,1,1,80.27,Monthly,Basic,1
19155,52,66,133.24,23,3,2,32.27,Yearly,Premium,0
19156,41,54,75.41,19,3,0,91.0,Monthly,Premium,0
19157,45,39,50.12,15,1,0,27.01,Monthly,Premium,0
19158,53,39,55.43,9,1,0,29.69,Yearly,Premium,0
19159,33,30,48.64,20,2,0,54.1,Monthly,Premium,0
19160,57,48,90.36,2,0,0,99.74,Monthly,Basic,0
19161,33,31,132.91,6,3,0,21.01,Monthly,Basic,0
19162,34,25,120.57,14,1,0,84.01,Two Year,Standard,0
19163,68,68,123.42,9,3,0,1.23,Two Year,Premium,1
19164,32,51,78.28,29,2,1,24.51,Two Year,Premium,0
19165,33,13,61.92,10,1,1,35.27,Monthly,Basic,1
19166,32,63,118.46,26,4,0,65.21,Monthly,Basic,0
19167,51,42,123.13,18,2,1,12.26,Yearly,Standard,0
19168,28,54,110.4,15,2,2,13.74,Two Year,Premium,0
19169,18,67,24.17,4,2,0,15.49,Monthly,Premium,0
19170,32,56,96.66,5,2,2,66.59,Monthly,Basic,0
19171,43,19,65.12,25,3,1,12.35,Monthly,Standard,1
19172,68,46,45.51,23,4,2,40.42,Monthly,Standard,1
19173,21,15,110.27,21,2,2,16.51,Monthly,Premium,0
19174,60,32,54.91,6,2,0,38.82,Monthly,Standard,0
19175,22,49,138.67,25,4,0,71.69,Monthly,Basic,0
19176,52,21,58.75,15,2,0,28.49,Two Year,Standard,0
19177,30,65,92.17,20,1,1,62.15,Monthly,Premium,1
19178,27,70,127.61,30,1,1,25.6,Two Year,Basic,0
19179,28,27,72.28,29,1,0,74.02,Monthly,Standard,0
19180,35,23,127.73,2,2,0,77.93,Yearly,Premium,1
19181,51,47,114.08,16,0,1,31.73,Two Year,Premium,0
19182,56,12,139.71,5,0,2,3.36,Monthly,Basic,0
19183,58,66,62.36,30,2,0,13.78,Monthly,Standard,0
19184,59,5,33.65,23,4,0,49.6,Two Year,Basic,1
19185,67,9,75.95,28,4,1,38.82,Monthly,Standard,1
19186,40,20,122.16,4,1,0,35.21,Two Year,Basic,0
19187,24,63,78.56,28,2,1,58.35,Monthly,Basic,0
19188,56,71,54.06,1,1,0,16.99,Monthly,Basic,0
19189,20,30,23.59,8,2,1,46.21,Two Year,Standard,0
19190,29,16,60.69,21,2,0,21.14,Two Year,Premium,0
19191,24,5,112.74,10,5,2,98.12,Monthly,Standard,1
19192,66,29,39.19,15,0,0,5.81,Yearly,Standard,0
19193,43,47,64.31,2,3,2,2.56,Monthly,Basic,1
19194,50,22,22.63,19,6,0,56.85,Monthly,Standard,0
19195,54,57,113.83,12,2,0,7.2,Monthly,Premium,0
19196,65,35,134.49,30,2,0,81.29,Monthly,Standard,0
19197,32,60,93.91,10,3,1,82.14,Monthly,Basic,1
19198,19,70,23.36,12,0,0,43.79,Monthly,Basic,0
19199,58,60,48.29,26,1,0,84.0,Yearly,Basic,0
19200,24,58,77.0,21,1,0,74.31,Yearly,Basic,0
19201,49,3,96.39,27,1,0,14.41,Yearly,Standard,0
19202,21,34,84.52,20,3,1,86.1,Monthly,Standard,0
19203,37,45,139.06,25,2,3,87.55,Monthly,Standard,0
19204,67,50,142.02,9,3,0,32.95,Yearly,Standard,0
19205,53,2,33.93,8,1,0,77.72,Monthly,Standard,1
19206,49,15,37.99,2,1,0,89.84,Monthly,Premium,0
19207,45,37,66.55,21,5,0,74.82,Yearly,Basic,0
19208,30,15,74.76,30,2,0,10.31,Monthly,Standard,0
